date,precipitation,temp_max,temp_min,wind,weather,year,dayOfYear,cumulativePrecipitationByYear
2012-12-22,3.3,8.3,3.9,3.5,rain,2012,357,1195.3999999999992
2012-12-23,6.6,7.2,3.3,2.5,rain,2012,358,1201.999999999999
2012-12-24,0.3,5.6,2.8,2.8,rain,2012,359,1202.299999999999
2012-12-25,13.5,5.6,2.8,4.2,snow,2012,360,1215.799999999999
2012-12-26,4.6,6.7,3.3,4.9,rain,2012,361,1220.399999999999
2012-12-27,4.1,7.8,3.3,3.2,rain,2012,362,1224.4999999999989
2012-12-28,0.0,8.3,3.9,1.7,rain,2012,363,1224.4999999999989
2012-12-29,1.5,5.0,3.3,1.7,rain,2012,364,1225.9999999999989
2012-12-30,0.0,4.4,0.0,1.8,drizzle,2012,365,1225.9999999999989
2012-12-31,0.0,3.3,-1.1,2.0,drizzle,2012,366,1225.9999999999989
2013-01-01,0.0,5.0,-2.8,2.7,sun,2013,1,0.0
2013-01-02,0.0,6.1,-1.1,3.2,sun,2013,2,0.0
2013-01-03,4.1,6.7,-1.7,3.0,rain,2013,3,4.1
2013-01-04,2.5,10.0,2.2,2.8,rain,2013,4,6.6
2013-01-05,3.0,6.7,4.4,3.1,rain,2013,5,9.6
2013-01-06,2.0,7.2,2.8,3.0,rain,2013,6,11.6
2013-01-07,2.3,10.0,4.4,7.3,rain,2013,7,13.899999999999999
2013-01-08,16.3,11.7,5.6,6.3,rain,2013,8,30.2
2013-01-09,38.4,10.0,1.7,5.1,rain,2013,9,68.6
2013-01-10,0.3,3.3,-0.6,2.1,snow,2013,10,68.89999999999999
2013-01-11,0.0,2.8,-2.8,1.9,drizzle,2013,11,68.89999999999999
2013-01-12,0.0,2.8,-3.9,2.0,sun,2013,12,68.89999999999999
2013-01-13,0.0,2.2,-4.4,1.5,sun,2013,13,68.89999999999999
2013-01-14,0.0,3.3,-2.2,1.3,sun,2013,14,68.89999999999999
2013-01-15,0.0,6.7,-0.6,2.3,sun,2013,15,68.89999999999999
2013-01-16,0.0,6.1,-3.9,1.8,drizzle,2013,16,68.89999999999999
2013-01-17,0.0,3.9,-2.8,1.0,drizzle,2013,17,68.89999999999999
2013-01-18,0.0,3.3,-1.1,1.3,drizzle,2013,18,68.89999999999999
2013-01-19,0.0,1.1,-0.6,1.9,drizzle,2013,19,68.89999999999999
2013-01-20,0.0,3.3,-0.6,2.1,drizzle,2013,20,68.89999999999999
2013-01-21,0.0,2.2,-1.7,1.1,drizzle,2013,21,68.89999999999999
2013-01-22,0.0,3.3,-1.7,0.6,drizzle,2013,22,68.89999999999999
2013-01-23,5.1,7.2,2.2,3.1,rain,2013,23,73.99999999999999
2013-01-24,5.8,7.2,1.1,2.6,rain,2013,24,79.79999999999998
2013-01-25,3.0,10.6,2.8,2.1,rain,2013,25,82.79999999999998
2013-01-26,2.3,8.3,3.9,4.5,rain,2013,26,85.09999999999998
2013-01-27,1.8,5.6,3.9,4.5,rain,2013,27,86.89999999999998
2013-01-28,7.9,6.1,3.3,3.2,rain,2013,28,94.79999999999998
2013-01-29,4.3,8.3,5.0,3.9,rain,2013,29,99.09999999999998
2013-01-30,3.6,8.9,6.7,3.9,rain,2013,30,102.69999999999997
2013-01-31,3.0,9.4,7.2,4.0,rain,2013,31,105.69999999999997
2013-02-01,0.3,11.7,5.0,2.9,rain,2013,32,105.99999999999997
2013-02-02,0.0,6.1,2.8,2.0,drizzle,2013,33,105.99999999999997
2013-02-03,2.3,8.9,2.8,2.9,rain,2013,34,108.29999999999997
2013-02-04,0.0,10.6,6.7,2.6,rain,2013,35,108.29999999999997
2013-02-05,3.3,10.0,6.7,5.1,rain,2013,36,111.59999999999997
2013-02-06,1.0,10.6,6.1,4.5,rain,2013,37,112.59999999999997
2013-02-07,1.3,9.4,3.3,4.1,rain,2013,38,113.89999999999996
2013-02-08,0.0,7.8,2.2,1.3,sun,2013,39,113.89999999999996
2013-02-09,0.3,8.3,4.4,1.3,rain,2013,40,114.19999999999996
2013-02-10,0.0,8.9,1.7,2.0,drizzle,2013,41,114.19999999999996
2013-02-11,0.3,8.3,4.4,1.4,rain,2013,42,114.49999999999996
2013-02-12,1.0,11.1,7.2,5.6,rain,2013,43,115.49999999999996
2013-02-13,2.3,9.4,7.2,4.1,rain,2013,44,117.79999999999995
2013-02-14,1.0,9.4,5.6,2.2,rain,2013,45,118.79999999999995
2013-02-15,0.0,13.3,5.0,2.4,drizzle,2013,46,118.79999999999995
2013-02-16,0.0,11.1,3.9,5.6,rain,2013,47,118.79999999999995
2013-02-17,0.0,9.4,4.4,3.4,rain,2013,48,118.79999999999995
2013-02-18,0.0,7.8,3.9,1.9,rain,2013,49,118.79999999999995
2013-02-19,0.0,10.6,1.7,3.4,sun,2013,50,118.79999999999995
2013-02-20,1.5,7.8,1.1,2.1,rain,2013,51,120.29999999999995
2013-02-21,0.5,6.7,3.9,6.2,rain,2013,52,120.79999999999995
2013-02-22,9.4,7.8,3.9,8.1,rain,2013,53,130.19999999999996
2013-02-23,0.3,10.0,3.9,4.6,rain,2013,54,130.49999999999997
2013-02-24,0.0,8.9,5.0,5.5,rain,2013,55,130.49999999999997
2013-02-25,2.3,10.6,3.3,7.1,rain,2013,56,132.79999999999998
2013-02-26,0.5,8.9,3.9,3.8,rain,2013,57,133.29999999999998
2013-02-27,4.6,10.0,4.4,1.8,rain,2013,58,137.89999999999998
2013-02-28,8.1,11.7,6.7,3.8,rain,2013,59,145.99999999999997
2013-03-01,4.1,15.0,11.1,5.4,rain,2013,60,150.09999999999997
2013-03-02,0.8,13.9,5.0,4.5,rain,2013,61,150.89999999999998
2013-03-03,0.0,11.1,2.2,2.8,sun,2013,62,150.89999999999998
2013-03-04,0.0,13.3,0.0,3.9,sun,2013,63,150.89999999999998
2013-03-05,0.0,9.4,6.1,2.4,rain,2013,64,150.89999999999998
2013-03-06,11.9,7.2,5.0,4.1,rain,2013,65,162.79999999999998
2013-03-07,7.4,12.2,5.0,2.5,rain,2013,66,170.2
2013-03-08,0.0,11.7,2.2,2.6,drizzle,2013,67,170.2
2013-03-09,0.0,12.8,1.1,1.3,fog,2013,68,170.2
2013-03-10,0.8,7.8,3.9,1.6,rain,2013,69,171.0
2013-03-11,1.3,10.6,6.1,1.1,rain,2013,70,172.3
2013-03-12,2.0,12.8,10.0,5.7,rain,2013,71,174.3
2013-03-13,2.3,11.7,9.4,3.7,rain,2013,72,176.60000000000002
2013-03-14,2.8,11.7,9.4,3.0,rain,2013,73,179.40000000000003
2013-03-15,0.0,14.4,8.9,4.3,rain,2013,74,179.40000000000003
2013-03-16,4.3,10.6,4.4,6.4,rain,2013,75,183.70000000000005
2013-03-17,0.0,8.9,3.9,6.1,sun,2013,76,183.70000000000005
2013-03-18,0.0,11.7,3.9,5.9,rain,2013,77,183.70000000000005
2013-03-19,11.7,12.8,1.7,3.4,rain,2013,78,195.40000000000003
2013-03-20,9.9,11.1,4.4,7.6,rain,2013,79,205.30000000000004
2013-03-21,8.1,10.0,2.2,4.9,snow,2013,80,213.40000000000003
2013-03-22,0.0,9.4,0.6,2.2,sun,2013,81,213.40000000000003
2013-03-23,0.0,10.0,1.1,2.6,sun,2013,82,213.40000000000003
2013-03-24,0.0,12.2,0.6,2.1,sun,2013,83,213.40000000000003
2013-03-25,0.0,16.7,4.4,2.8,sun,2013,84,213.40000000000003
2013-03-26,0.0,16.7,6.1,1.7,sun,2013,85,213.40000000000003
2013-03-27,0.3,13.3,7.2,1.6,rain,2013,86,213.70000000000005
2013-03-28,2.0,16.1,8.3,1.3,rain,2013,87,215.70000000000005
2013-03-29,0.0,18.3,7.8,2.5,rain,2013,88,215.70000000000005
2013-03-30,0.0,20.0,5.6,4.4,drizzle,2013,89,215.70000000000005
2013-03-31,0.0,20.6,6.7,2.9,sun,2013,90,215.70000000000005
2013-04-01,0.0,17.2,8.3,3.6,sun,2013,91,215.70000000000005
2013-04-02,0.0,13.9,8.9,2.2,sun,2013,92,215.70000000000005
2013-04-03,0.0,16.7,7.8,1.6,sun,2013,93,215.70000000000005
2013-04-04,8.4,14.4,10.0,3.0,fog,2013,94,224.10000000000005
2013-04-05,18.5,13.9,10.0,5.6,fog,2013,95,242.60000000000005
2013-04-06,12.7,12.2,7.2,5.0,fog,2013,96,255.30000000000004
2013-04-07,39.1,8.3,5.0,3.9,fog,2013,97,294.40000000000003
2013-04-08,0.8,13.3,6.1,3.1,fog,2013,98,295.20000000000005
2013-04-09,0.0,12.2,6.1,2.4,sun,2013,99,295.20000000000005
2013-04-10,9.4,15.0,8.9,6.4,sun,2013,100,304.6
2013-04-11,1.5,12.2,6.7,3.8,fog,2013,101,306.1
2013-04-12,9.7,7.8,4.4,4.6,fog,2013,102,315.8
2013-04-13,9.4,10.6,3.3,5.7,fog,2013,103,325.2
2013-04-14,5.8,12.8,4.4,2.3,fog,2013,104,331.0
2013-04-15,0.0,13.9,4.4,2.4,fog,2013,105,331.0
2013-04-16,0.3,13.9,3.3,2.6,sun,2013,106,331.3
2013-04-17,0.0,15.0,3.9,3.3,drizzle,2013,107,331.3
2013-04-18,5.3,11.7,6.7,4.0,fog,2013,108,336.6
2013-04-19,20.6,13.3,9.4,4.9,fog,2013,109,357.20000000000005
2013-04-20,0.0,13.9,8.3,5.8,sun,2013,110,357.20000000000005
2013-04-21,3.3,12.2,6.7,4.1,sun,2013,111,360.50000000000006
2013-04-22,0.0,16.1,5.0,4.3,sun,2013,112,360.50000000000006
2013-04-23,0.0,17.8,3.9,2.8,sun,2013,113,360.50000000000006
2013-04-24,0.0,21.1,6.1,3.0,sun,2013,114,360.50000000000006
2013-04-25,0.0,21.7,6.7,1.1,sun,2013,115,360.50000000000006
2013-04-26,0.0,20.6,8.3,2.2,fog,2013,116,360.50000000000006
2013-04-27,0.0,13.9,10.6,5.9,sun,2013,117,360.50000000000006
2013-04-28,1.0,15.0,9.4,5.2,drizzle,2013,118,361.50000000000006
2013-04-29,3.8,13.9,6.7,4.2,fog,2013,119,365.30000000000007
2013-04-30,0.0,12.8,4.4,2.4,sun,2013,120,365.30000000000007
2013-05-01,0.0,18.3,3.3,3.1,sun,2013,121,365.30000000000007
2013-05-02,0.0,20.6,6.7,4.0,sun,2013,122,365.30000000000007
2013-05-03,0.0,21.7,9.4,4.9,sun,2013,123,365.30000000000007
2013-05-04,0.0,25.0,11.1,6.5,sun,2013,124,365.30000000000007
2013-05-05,0.0,28.9,11.7,5.3,sun,2013,125,365.30000000000007
2013-05-06,0.0,30.6,12.2,2.0,sun,2013,126,365.30000000000007
2013-05-07,0.0,20.6,11.1,3.3,sun,2013,127,365.30000000000007
2013-05-08,0.0,19.4,11.1,1.9,sun,2013,128,365.30000000000007
2013-05-09,0.0,22.8,10.0,1.3,sun,2013,129,365.30000000000007
2013-05-10,0.0,26.1,9.4,1.0,sun,2013,130,365.30000000000007
2013-05-11,0.0,27.2,12.2,2.6,sun,2013,131,365.30000000000007
2013-05-12,6.6,21.7,13.9,3.9,fog,2013,132,371.9000000000001
2013-05-13,3.3,18.9,9.4,5.0,sun,2013,133,375.2000000000001
2013-05-14,0.0,18.3,7.8,2.4,sun,2013,134,375.2000000000001
2013-05-15,1.0,17.2,8.9,2.3,fog,2013,135,376.2000000000001
2013-05-16,0.0,21.7,12.2,2.7,fog,2013,136,376.2000000000001
2013-05-17,0.5,17.2,11.7,3.7,sun,2013,137,376.7000000000001
2013-05-18,0.0,16.7,11.1,2.9,sun,2013,138,376.7000000000001
2013-05-19,0.0,18.3,10.6,2.3,sun,2013,139,376.7000000000001
2013-05-20,0.0,19.4,9.4,1.8,sun,2013,140,376.7000000000001
2013-05-21,13.7,15.6,8.3,4.8,fog,2013,141,390.4000000000001
2013-05-22,13.7,11.1,7.2,3.0,fog,2013,142,404.1000000000001
2013-05-23,4.1,12.2,6.7,1.9,fog,2013,143,408.2000000000001
2013-05-24,0.3,16.7,8.9,2.7,sun,2013,144,408.5000000000001
2013-05-25,0.0,17.8,10.0,2.7,sun,2013,145,408.5000000000001
2013-05-26,1.5,18.3,10.6,2.2,fog,2013,146,410.0000000000001
2013-05-27,9.7,16.7,11.1,3.1,fog,2013,147,419.7000000000001
2013-05-28,0.5,17.2,11.7,2.8,fog,2013,148,420.2000000000001
2013-05-29,5.6,16.1,9.4,4.0,fog,2013,149,425.8000000000001
2013-05-30,0.0,16.7,9.4,5.3,sun,2013,150,425.8000000000001
2013-05-31,0.0,19.4,11.1,2.5,sun,2013,151,425.8000000000001
2013-06-01,0.0,22.8,12.2,2.5,sun,2013,152,425.8000000000001
2013-06-02,1.0,20.6,12.2,3.1,sun,2013,153,426.8000000000001
2013-06-03,0.0,22.2,11.1,2.9,sun,2013,154,426.8000000000001
2013-06-04,0.0,26.1,12.2,3.4,sun,2013,155,426.8000000000001
2013-06-05,0.0,26.7,14.4,3.1,sun,2013,156,426.8000000000001
2013-06-06,0.0,26.7,12.2,2.5,sun,2013,157,426.8000000000001
2013-06-07,0.0,21.7,13.3,3.2,sun,2013,158,426.8000000000001
2013-06-08,0.0,20.6,12.8,3.1,sun,2013,159,426.8000000000001
2013-06-09,0.0,20.6,11.1,3.7,sun,2013,160,426.8000000000001
2013-06-10,0.0,21.7,11.7,3.2,sun,2013,161,426.8000000000001
2013-06-11,0.0,20.0,10.0,5.7,sun,2013,162,426.8000000000001
2013-06-12,0.3,20.6,11.7,4.2,sun,2013,163,427.10000000000014
2013-06-13,0.0,21.1,11.7,2.6,sun,2013,164,427.10000000000014
2013-06-14,0.0,20.0,12.2,3.7,sun,2013,165,427.10000000000014
2013-06-15,0.0,25.6,10.0,2.9,sun,2013,166,427.10000000000014
2013-06-16,0.0,23.9,12.8,3.4,sun,2013,167,427.10000000000014
2013-06-17,0.0,25.6,13.9,3.0,sun,2013,168,427.10000000000014
2013-06-18,0.3,23.3,13.3,3.4,fog,2013,169,427.40000000000015
2013-06-19,0.0,20.0,12.8,3.7,sun,2013,170,427.40000000000015
2013-06-20,3.0,17.2,12.8,5.0,sun,2013,171,430.40000000000015
2013-06-21,0.3,20.6,12.2,1.5,sun,2013,172,430.70000000000016
2013-06-22,0.0,25.6,11.7,1.7,sun,2013,173,430.70000000000016
2013-06-23,7.9,22.2,15.0,2.1,fog,2013,174,438.60000000000014
2013-06-24,4.8,21.1,13.9,3.7,fog,2013,175,443.40000000000015
2013-06-25,9.9,23.3,14.4,2.8,sun,2013,176,453.3000000000001
2013-06-26,2.0,22.2,15.0,2.3,fog,2013,177,455.3000000000001
2013-06-27,3.6,21.1,16.7,1.3,fog,2013,178,458.90000000000015
2013-06-28,0.0,30.6,16.1,2.2,sun,2013,179,458.90000000000015
2013-06-29,0.0,30.0,18.3,1.7,sun,2013,180,458.90000000000015
2013-06-30,0.0,33.9,17.2,2.5,sun,2013,181,458.90000000000015
2013-07-01,0.0,31.7,18.3,2.3,sun,2013,182,458.90000000000015
2013-07-02,0.0,28.3,15.6,3.0,sun,2013,183,458.90000000000015
2013-07-03,0.0,26.1,16.7,3.2,sun,2013,184,458.90000000000015
2013-07-04,0.0,21.7,13.9,2.2,fog,2013,185,458.90000000000015
2013-07-05,0.0,23.3,13.9,2.6,sun,2013,186,458.90000000000015
2013-07-06,0.0,26.1,13.3,2.2,sun,2013,187,458.90000000000015
2013-07-07,0.0,23.9,13.9,2.9,sun,2013,188,458.90000000000015
2013-07-08,0.0,26.7,13.3,2.8,sun,2013,189,458.90000000000015
2013-07-09,0.0,30.0,15.0,2.5,sun,2013,190,458.90000000000015
2013-07-10,0.0,22.2,13.9,2.6,sun,2013,191,458.90000000000015
2013-07-11,0.0,22.8,12.2,3.0,sun,2013,192,458.90000000000015
2013-07-12,0.0,19.4,13.3,2.2,sun,2013,193,458.90000000000015
2013-07-13,0.0,26.1,11.1,3.1,sun,2013,194,458.90000000000015
2013-07-14,0.0,27.8,12.8,3.0,sun,2013,195,458.90000000000015
2013-07-15,0.0,27.8,14.4,4.6,sun,2013,196,458.90000000000015
2013-07-16,0.0,31.1,18.3,4.1,sun,2013,197,458.90000000000015
2013-07-17,0.0,22.2,15.0,3.7,rain,2013,198,458.90000000000015
2013-07-18,0.0,26.1,13.9,2.0,sun,2013,199,458.90000000000015
2013-07-19,0.0,27.8,13.3,1.9,sun,2013,200,458.90000000000015
2013-07-20,0.0,25.0,13.3,2.0,sun,2013,201,458.90000000000015
2013-07-21,0.0,23.9,12.8,2.3,sun,2013,202,458.90000000000015
2013-07-22,0.0,26.1,13.3,2.4,fog,2013,203,458.90000000000015
2013-07-23,0.0,31.1,13.9,3.0,sun,2013,204,458.90000000000015
2013-07-24,0.0,31.1,14.4,2.5,sun,2013,205,458.90000000000015
2013-07-25,0.0,31.1,12.8,2.3,sun,2013,206,458.90000000000015
2013-07-26,0.0,31.1,14.4,2.9,sun,2013,207,458.90000000000015
2013-07-27,0.0,25.6,12.8,2.6,sun,2013,208,458.90000000000015
2013-07-28,0.0,21.1,12.2,3.4,fog,2013,209,458.90000000000015
2013-07-29,0.0,25.0,13.3,1.4,sun,2013,210,458.90000000000015
2013-07-30,0.0,25.0,13.3,2.8,sun,2013,211,458.90000000000015
2013-07-31,0.0,21.7,13.3,1.8,sun,2013,212,458.90000000000015
2013-08-01,0.0,20.6,13.3,3.9,sun,2013,213,458.90000000000015
2013-08-02,2.0,17.2,15.0,2.0,sun,2013,214,460.90000000000015
2013-08-03,0.0,25.0,15.6,2.4,fog,2013,215,460.90000000000015
2013-08-04,0.0,28.9,15.0,3.4,sun,2013,216,460.90000000000015
2013-08-05,0.0,30.0,15.0,2.1,sun,2013,217,460.90000000000015
2013-08-06,0.0,30.6,13.9,1.4,sun,2013,218,460.90000000000015
2013-08-07,0.0,31.1,13.9,1.9,sun,2013,219,460.90000000000015
2013-08-08,0.0,28.3,14.4,2.5,sun,2013,220,460.90000000000015
2013-08-09,0.0,28.3,14.4,2.1,rain,2013,221,460.90000000000015
2013-08-10,2.3,25.6,15.0,2.9,sun,2013,222,463.20000000000016
2013-08-11,0.0,25.0,14.4,2.9,sun,2013,223,463.20000000000016
2013-08-12,0.0,25.6,16.1,1.9,sun,2013,224,463.20000000000016
2013-08-13,0.0,27.8,15.0,1.8,sun,2013,225,463.20000000000016
2013-08-14,0.8,27.2,15.0,2.0,sun,2013,226,464.00000000000017
2013-08-15,1.8,21.1,17.2,1.0,sun,2013,227,465.8000000000002
2013-08-16,0.0,28.9,16.1,2.2,fog,2013,228,465.8000000000002
2013-08-17,0.0,25.6,17.2,3.0,sun,2013,229,465.8000000000002
2013-08-18,0.0,26.1,15.6,3.1,sun,2013,230,465.8000000000002
2013-08-19,0.0,26.7,15.6,3.0,sun,2013,231,465.8000000000002
2013-08-20,0.0,25.6,16.1,4.6,sun,2013,232,465.8000000000002
2013-08-21,0.0,27.8,15.0,4.3,sun,2013,233,465.8000000000002
2013-08-22,0.0,28.9,15.0,1.9,sun,2013,234,465.8000000000002
2013-08-23,0.0,25.0,16.1,4.1,sun,2013,235,465.8000000000002
2013-08-24,0.0,25.0,16.7,2.7,sun,2013,236,465.8000000000002
2013-08-25,0.3,22.2,16.1,2.6,sun,2013,237,466.1000000000002
2013-08-26,1.0,24.4,16.1,1.9,sun,2013,238,467.1000000000002
2013-08-27,1.3,26.7,17.2,1.4,sun,2013,239,468.4000000000002
2013-08-28,5.6,26.7,15.6,1.3,fog,2013,240,474.0000000000002
2013-08-29,19.3,23.9,18.3,3.0,sun,2013,241,493.30000000000024
2013-08-30,0.0,26.1,16.1,2.9,sun,2013,242,493.30000000000024
2013-08-31,0.0,27.8,13.9,2.6,sun,2013,243,493.30000000000024
2013-09-01,0.0,27.8,15.6,2.5,sun,2013,244,493.30000000000024
2013-09-02,0.0,27.8,17.2,2.1,sun,2013,245,493.30000000000024
2013-09-03,2.3,25.0,16.7,1.7,fog,2013,246,495.60000000000025
2013-09-04,0.3,22.8,16.1,2.4,fog,2013,247,495.90000000000026
2013-09-05,27.7,20.0,15.6,2.5,sun,2013,248,523.6000000000003
2013-09-06,21.3,21.7,16.1,2.6,fog,2013,249,544.9000000000002
2013-09-07,0.0,23.3,17.2,2.0,sun,2013,250,544.9000000000002
2013-09-08,0.0,26.7,14.4,1.5,fog,2013,251,544.9000000000002
2013-09-09,0.0,26.1,13.9,2.1,sun,2013,252,544.9000000000002
2013-09-10,0.0,26.7,15.0,3.7,sun,2013,253,544.9000000000002
2013-09-11,0.0,33.9,16.1,2.4,sun,2013,254,544.9000000000002
2013-09-12,0.0,25.6,15.0,1.7,sun,2013,255,544.9000000000002
2013-09-13,0.0,18.9,15.6,2.0,sun,2013,256,544.9000000000002
2013-09-14,0.0,21.7,15.6,1.4,fog,2013,257,544.9000000000002
2013-09-15,3.3,18.9,14.4,2.2,sun,2013,258,548.2000000000002
2013-09-16,0.3,21.7,15.0,4.3,fog,2013,259,548.5000000000001
2013-09-17,0.0,17.8,13.9,2.3,sun,2013,260,548.5000000000001
2013-09-18,0.0,21.1,13.3,2.5,sun,2013,261,548.5000000000001
2013-09-19,0.0,25.6,10.0,1.5,sun,2013,262,548.5000000000001
2013-09-20,3.6,23.3,13.3,3.0,fog,2013,263,552.1000000000001
2013-09-21,0.0,21.1,13.3,2.5,sun,2013,264,552.1000000000001
2013-09-22,13.5,17.2,13.3,5.5,fog,2013,265,565.6000000000001
2013-09-23,2.8,16.1,11.1,4.5,fog,2013,266,568.4000000000001
2013-09-24,0.0,17.8,10.0,2.6,sun,2013,267,568.4000000000001
2013-09-25,2.0,16.1,9.4,3.0,fog,2013,268,570.4000000000001
2013-09-26,0.0,17.2,7.2,2.2,sun,2013,269,570.4000000000001
2013-09-27,1.0,13.9,10.6,4.3,fog,2013,270,571.4000000000001
2013-09-28,43.4,16.7,11.7,6.0,fog,2013,271,614.8000000000001
2013-09-29,16.8,14.4,11.1,7.1,sun,2013,272,631.6
2013-09-30,18.5,13.9,10.0,6.3,fog,2013,273,650.1
2013-10-01,7.9,14.4,8.9,4.7,fog,2013,274,658.0
2013-10-02,5.3,12.8,9.4,2.4,fog,2013,275,663.3
2013-10-03,0.8,14.4,8.9,0.9,fog,2013,276,664.0999999999999
2013-10-04,0.0,17.8,5.6,1.1,sun,2013,277,664.0999999999999
2013-10-05,0.0,20.0,8.3,1.6,sun,2013,278,664.0999999999999
2013-10-06,4.1,22.8,7.8,2.6,fog,2013,279,668.1999999999999
2013-10-07,0.5,16.1,11.7,6.3,fog,2013,280,668.6999999999999
2013-10-08,6.9,13.9,7.8,3.0,rain,2013,281,675.5999999999999
2013-10-09,0.0,15.0,5.6,1.6,sun,2013,282,675.5999999999999
2013-10-10,1.0,14.4,8.3,1.7,fog,2013,283,676.5999999999999
2013-10-11,9.1,13.9,10.6,1.0,sun,2013,284,685.6999999999999
2013-10-12,1.0,14.4,8.9,2.2,fog,2013,285,686.6999999999999
2013-10-13,0.0,15.0,6.7,1.8,fog,2013,286,686.6999999999999
2013-10-14,0.0,15.6,3.9,1.6,sun,2013,287,686.6999999999999
2013-10-15,0.0,15.6,5.0,0.9,sun,2013,288,686.6999999999999
2013-10-16,0.0,12.8,8.9,2.7,fog,2013,289,686.6999999999999
2013-10-17,0.0,14.4,8.9,1.7,fog,2013,290,686.6999999999999
2013-10-18,0.0,12.8,7.2,1.2,sun,2013,291,686.6999999999999
2013-10-19,0.0,10.6,7.8,1.4,sun,2013,292,686.6999999999999
2013-10-20,0.0,10.6,7.8,2.4,sun,2013,293,686.6999999999999
2013-10-21,0.0,11.7,8.3,2.5,sun,2013,294,686.6999999999999
2013-10-22,0.0,14.4,7.2,1.9,sun,2013,295,686.6999999999999
2013-10-23,0.0,12.8,6.1,0.4,sun,2013,296,686.6999999999999
2013-10-24,0.0,10.0,6.1,0.6,sun,2013,297,686.6999999999999
2013-10-25,0.0,12.2,7.8,1.8,sun,2013,298,686.6999999999999
2013-10-26,0.0,11.7,8.3,2.7,sun,2013,299,686.6999999999999
2013-10-27,1.8,13.9,8.3,4.4,fog,2013,300,688.4999999999999
2013-10-28,0.0,14.4,7.2,5.1,sun,2013,301,688.4999999999999
2013-10-29,0.0,13.3,3.3,2.2,sun,2013,302,688.4999999999999
2013-10-30,0.5,15.0,5.6,3.9,sun,2013,303,688.9999999999999
2013-10-31,0.3,14.4,10.6,2.2,fog,2013,304,689.2999999999998
2013-11-01,1.3,17.8,11.7,1.4,sun,2013,305,690.5999999999998
2013-11-02,12.7,14.4,8.3,7.9,fog,2013,306,703.2999999999998
2013-11-03,0.5,12.2,4.4,2.4,sun,2013,307,703.7999999999998
2013-11-04,0.0,10.6,3.9,1.6,drizzle,2013,308,703.7999999999998
2013-11-05,2.5,13.3,7.2,3.1,fog,2013,309,706.2999999999998
2013-11-06,3.8,12.8,7.8,1.7,sun,2013,310,710.0999999999998
2013-11-07,30.0,11.1,10.0,7.2,fog,2013,311,740.0999999999998
2013-11-08,0.0,13.3,7.2,4.1,sun,2013,312,740.0999999999998
2013-11-09,1.8,11.1,5.0,1.4,sun,2013,313,741.8999999999997
2013-11-10,0.0,11.1,8.3,4.4,sun,2013,314,741.8999999999997
2013-11-11,0.0,16.1,6.1,2.6,fog,2013,315,741.8999999999997
2013-11-12,4.1,15.6,8.9,2.2,fog,2013,316,745.9999999999998
2013-11-13,0.0,13.9,10.6,3.8,sun,2013,317,745.9999999999998
2013-11-14,1.3,11.1,6.1,1.1,fog,2013,318,747.2999999999997
2013-11-15,3.0,10.6,7.2,6.0,sun,2013,319,750.2999999999997
2013-11-16,0.0,10.0,5.0,4.6,sun,2013,320,750.2999999999997
2013-11-17,5.3,11.7,7.2,5.4,fog,2013,321,755.5999999999997
2013-11-18,26.2,12.8,9.4,3.9,fog,2013,322,781.7999999999997
2013-11-19,1.0,13.3,4.4,5.1,fog,2013,323,782.7999999999997
2013-11-20,0.0,7.8,1.7,4.3,sun,2013,324,782.7999999999997
2013-11-21,0.0,7.8,-0.5,3.6,sun,2013,325,782.7999999999997
2013-11-22,0.0,9.4,0.0,4.6,sun,2013,326,782.7999999999997
2013-11-23,0.0,11.1,1.1,2.6,sun,2013,327,782.7999999999997
2013-11-24,0.0,11.7,0.6,0.9,fog,2013,328,782.7999999999997
2013-11-25,0.0,12.2,2.2,0.5,sun,2013,329,782.7999999999997
2013-11-26,0.0,12.2,2.8,1.0,sun,2013,330,782.7999999999997
2013-11-27,0.0,14.4,5.6,1.3,sun,2013,331,782.7999999999997
2013-11-28,0.0,11.7,3.3,0.7,sun,2013,332,782.7999999999997
2013-11-29,0.5,9.4,5.0,2.1,fog,2013,333,783.2999999999997
2013-11-30,2.3,11.1,7.2,3.9,fog,2013,334,785.5999999999997
2013-12-01,3.0,13.3,7.8,8.8,fog,2013,335,788.5999999999997
2013-12-02,4.6,7.8,1.7,3.5,sun,2013,336,793.1999999999997
2013-12-03,0.0,5.0,-0.5,5.6,sun,2013,337,793.1999999999997
2013-12-04,0.0,4.4,-2.1,1.6,sun,2013,338,793.1999999999997
2013-12-05,0.0,1.1,-4.9,2.6,sun,2013,339,793.1999999999997
2013-12-06,0.0,1.1,-4.3,4.7,sun,2013,340,793.1999999999997
2013-12-07,0.0,0.0,-7.1,3.1,sun,2013,341,793.1999999999997
2013-12-08,0.0,2.2,-6.6,2.2,sun,2013,342,793.1999999999997
2013-12-09,0.0,1.1,-4.9,1.3,sun,2013,343,793.1999999999997
2013-12-10,0.0,5.6,0.6,1.5,sun,2013,344,793.1999999999997
2013-12-11,0.0,5.0,-1.6,0.8,sun,2013,345,793.1999999999997
2013-12-12,6.9,5.6,-0.5,2.3,sun,2013,346,800.0999999999997
2013-12-13,0.5,9.4,5.6,2.9,fog,2013,347,800.5999999999997
2013-12-14,0.0,9.4,6.1,3.7,sun,2013,348,800.5999999999997
